video_id,parent_video_id,title,channel,topic,published_date,ingested_date,word_count,chunk,total_chunks,file_path
LvLdNkgO-N0,LvLdNkgO-N0,"The senior engineer's guide to AI coding: Context loading, custom hooks, and automation",How I AI,ai-llms,2026-01-31,2026-01-31,4000,2,3,topics/ai-llms/How I AI/2026-01-31_the-senior-engineers-guide-to-ai-coding-context-loading-custom-hooks-and-automat_part-02.md
96Vl8s3EQhk,96Vl8s3EQhk,"5 OpenClaw agents run my home, finances, and code | Jesse Genet",How I AI,ai-llms,2026-02-25,2026-03-02,3996,2,3,topics/ai-llms/How I AI/2026-02-25_5-openclaw-agents-run-my-home-finances-and-code-jesse-genet_part-02.md
Yb9IyTOh0xg,Yb9IyTOh0xg,“Anyone can cook”: How v0 is bringing git workflows to vibe-coding | Guillermo Rauch (Vercel CEO),How I AI,ai-llms,2026-02-04,2026-02-04,4000,1,3,topics/ai-llms/How I AI/2026-02-04_anyone-can-cook-how-v0-is-bringing-git-workflows-to-vibe-coding-guillermo-rauch_part-01.md
Yb9IyTOh0xg,Yb9IyTOh0xg,“Anyone can cook”: How v0 is bringing git workflows to vibe-coding | Guillermo Rauch (Vercel CEO),How I AI,ai-llms,2026-02-04,2026-02-04,3999,2,3,topics/ai-llms/How I AI/2026-02-04_anyone-can-cook-how-v0-is-bringing-git-workflows-to-vibe-coding-guillermo-rauch_part-02.md
Yb9IyTOh0xg,Yb9IyTOh0xg,“Anyone can cook”: How v0 is bringing git workflows to vibe-coding | Guillermo Rauch (Vercel CEO),How I AI,ai-llms,2026-02-04,2026-02-04,841,3,3,topics/ai-llms/How I AI/2026-02-04_anyone-can-cook-how-v0-is-bringing-git-workflows-to-vibe-coding-guillermo-rauch_part-03.md
Yb9IyTOh0xg,Yb9IyTOh0xg,"Guillermo Rauch: Vercel CEO on how v0 hit 3,200 PRs merged per day (and lets anyone ship)",How I AI,ai-llms,2026-02-04,2026-03-02,841,3,3,topics/ai-llms/How I AI/2026-02-04_guillermo-rauch-vercel-ceo-on-how-v0-hit-3200-prs-merged-per-day-and-lets-anyone_part-03.md
LvLdNkgO-N0,LvLdNkgO-N0,"The senior engineer's guide to AI coding: Context loading, custom hooks, and automation",How I AI,ai-llms,2026-01-31,2026-01-31,2407,3,3,topics/ai-llms/How I AI/2026-01-31_the-senior-engineers-guide-to-ai-coding-context-loading-custom-hooks-and-automat_part-03.md
LvLdNkgO-N0,LvLdNkgO-N0,"The senior engineer's guide to AI coding: Context loading, custom hooks, and automation",How I AI,ai-llms,2026-01-31,2026-01-31,3998,1,3,topics/ai-llms/How I AI/2026-01-31_the-senior-engineers-guide-to-ai-coding-context-loading-custom-hooks-and-automat_part-01.md
Yb9IyTOh0xg,Yb9IyTOh0xg,"Guillermo Rauch: Vercel CEO on how v0 hit 3,200 PRs merged per day (and lets anyone ship)",How I AI,ai-llms,2026-02-04,2026-03-02,4000,1,3,topics/ai-llms/How I AI/2026-02-04_guillermo-rauch-vercel-ceo-on-how-v0-hit-3200-prs-merged-per-day-and-lets-anyone_part-01.md
Yb9IyTOh0xg,Yb9IyTOh0xg,"Guillermo Rauch: Vercel CEO on how v0 hit 3,200 PRs merged per day (and lets anyone ship)",How I AI,ai-llms,2026-02-04,2026-03-02,3999,2,3,topics/ai-llms/How I AI/2026-02-04_guillermo-rauch-vercel-ceo-on-how-v0-hit-3200-prs-merged-per-day-and-lets-anyone_part-02.md
96Vl8s3EQhk,96Vl8s3EQhk,"5 OpenClaw agents run my home, finances, and code | Jesse Genet",How I AI,ai-llms,2026-02-25,2026-03-02,3997,1,3,topics/ai-llms/How I AI/2026-02-25_5-openclaw-agents-run-my-home-finances-and-code-jesse-genet_part-01.md
96Vl8s3EQhk,96Vl8s3EQhk,"5 OpenClaw agents run my home, finances, and code | Jesse Genet",How I AI,ai-llms,2026-02-25,2026-03-02,2827,3,3,topics/ai-llms/How I AI/2026-02-25_5-openclaw-agents-run-my-home-finances-and-code-jesse-genet_part-03.md
ad-OHmjAU_Y,,"Dump ChatGPT, use Fabric instead",NetworkChuck,ai-llms,2024-06-07,2026-02-02,97,,,topics/ai-llms/NetworkChuck/2024-06-07_dump-chatgpt-use-fabric-instead.md
UbDyjIIGaxQ,,You've been using AI Wrong,NetworkChuck,ai-llms,2024-05-28,2026-02-02,7179,,,topics/ai-llms/NetworkChuck/2024-05-28_youve-been-using-ai-wrong.md
kKGeOE641b0,,"DAX RAAD: Claude Code, OpenCode, AI Agents, and Future of Programming",nunomaduro,ai-llms,2026-01-26,2026-02-02,7368,,,topics/ai-llms/nunomaduro/2026-01-26_dax-raad-claude-code-opencode-ai-agents-and-future-of-programming.md
Ga-7ROJWgek,,Intro to AgentKit - Create a RAG Agent,Alejandro AO,ai-llms,2026-01-31,2026-01-31,2913,,,topics/ai-llms/Alejandro AO/2026-01-31_intro-to-agentkit---create-a-rag-agent.md
HGPTUc7tEq4,,Fine-Tune an Open Source LLM with Claude Code/Codex (Hugging Face Model Trainer Skill),Alejandro AO,ai-llms,2026-02-17,2026-03-02,4285,,,topics/ai-llms/Alejandro AO/2026-02-17_fine-tune-an-open-source-llm-with-claude-codecodex-hugging-face-model-trainer-sk.md
7kdDLp-SOsU,,MedGemma 1.5: Google's Open-Source Medical AI with 3D Imaging (Tutorial),Alejandro AO,ai-llms,2026-01-31,2026-01-31,1903,,,topics/ai-llms/Alejandro AO/2026-01-31_medgemma-15-googles-open-source-medical-ai-with-3d-imaging-tutorial.md
YnIWW88l0mc,,Claude Code: 5 Essentials for Data Engineering,Dustin Vannoy,ai-llms,2026-01-31,2026-01-31,4491,,,topics/ai-llms/Dustin Vannoy/2026-01-31_claude-code-5-essentials-for-data-engineering.md
l_Iy4ZCK1lY,,Claude Cowork Just Changed How You Do Marketing,Grace Leung,ai-llms,2026-02-06,2026-03-02,3142,,,topics/ai-llms/Grace Leung/2026-02-06_claude-cowork-just-changed-how-you-do-marketing.md
X8afcX2s2Mo,,Claude Skills: Build Your First AI Marketing Team in 16 Minutes (Claude Code),Grace Leung,ai-llms,2026-02-21,2026-03-02,3061,,,topics/ai-llms/Grace Leung/2026-02-21_claude-skills-build-your-first-ai-marketing-team-in-16-minutes-claude-code.md
RPd_3-CRyts,,"He got 1,000 SaaS Clients in 12 Months Using 5-Minute Looms (No Sales Calls)",ItsKeaton,ai-llms,2026-01-05,2026-03-02,1806,,,topics/ai-llms/ItsKeaton/2026-01-05_he-got-1000-saas-clients-in-12-months-using-5-minute-looms-no-sales-calls.md
V5A1IU8VVp4,V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,IndyDevDan,ai-llms,2026-03-02,2026-03-02,284,3,3,topics/ai-llms/IndyDevDan/2026-03-02_i-studied-stripes-ai-agents-vibe-coding-is-already-dead_part-03.md
LOazLNQnB80,,Mac Mini Agents: OpenClaw is a NIGHTMARE... Use these SKILLS instead,IndyDevDan,ai-llms,2026-03-09,2026-03-12,5719,,,topics/ai-llms/IndyDevDan/2026-03-09_mac-mini-agents-openclaw-is-a-nightmare-use-these-skills-instead.md
f8cfH5XX-XU,f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,IndyDevDan,ai-llms,2026-02-23,2026-03-02,3994,2,3,topics/ai-llms/IndyDevDan/2026-02-23_the-pi-coding-agent-the-only-real-claude-code-competitor_part-02.md
4_2j5wgt_ds,,Claude Code Task System: ANTI-HYPE Agentic Coding (Advanced),IndyDevDan,ai-llms,2026-02-02,2026-03-02,6084,,,topics/ai-llms/IndyDevDan/2026-02-02_claude-code-task-system-anti-hype-agentic-coding-advanced.md
V5A1IU8VVp4,V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,IndyDevDan,ai-llms,2026-03-02,2026-03-02,3996,2,3,topics/ai-llms/IndyDevDan/2026-03-02_i-studied-stripes-ai-agents-vibe-coding-is-already-dead_part-02.md
VqDs46A8pqE,,Claude Code is Amazing... Until It DELETES Production,IndyDevDan,ai-llms,2026-01-31,2026-01-31,4708,,,topics/ai-llms/IndyDevDan/2026-01-31_claude-code-is-amazing-until-it-deletes-production.md
efctPj6bjCY,,My 4-Layer Claude Code Playwright CLI Skill  (Agentic Browser Automation),IndyDevDan,ai-llms,2026-02-16,2026-03-02,6023,,,topics/ai-llms/IndyDevDan/2026-02-16_my-4-layer-claude-code-playwright-cli-skill-agentic-browser-automation.md
f8cfH5XX-XU,f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,IndyDevDan,ai-llms,2026-02-23,2026-03-02,3424,3,3,topics/ai-llms/IndyDevDan/2026-02-23_the-pi-coding-agent-the-only-real-claude-code-competitor_part-03.md
f8cfH5XX-XU,f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,IndyDevDan,ai-llms,2026-02-23,2026-03-02,3996,1,3,topics/ai-llms/IndyDevDan/2026-02-23_the-pi-coding-agent-the-only-real-claude-code-competitor_part-01.md
efctPj6bjCY,,"My 4-Layer Agentic Browser Automation Stack (Skill, Subagent, Prompt, ????)",IndyDevDan,ai-llms,2026-02-16,2026-02-19,6023,,,topics/ai-llms/IndyDevDan/2026-02-16_my-4-layer-agentic-browser-automation-stack-skill-subagent-prompt.md
RpUTF_U4kiw,,"Claude Code Multi-Agent Orchestration with Opus 4.6, Tmux and Agent Sandboxes",IndyDevDan,ai-llms,2026-02-09,2026-03-02,5384,,,topics/ai-llms/IndyDevDan/2026-02-09_claude-code-multi-agent-orchestration-with-opus-46-tmux-and-agent-sandboxes.md
V5A1IU8VVp4,V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,IndyDevDan,ai-llms,2026-03-02,2026-03-02,3998,1,3,topics/ai-llms/IndyDevDan/2026-03-02_i-studied-stripes-ai-agents-vibe-coding-is-already-dead_part-01.md
u5GkG71PkR0,,The Claude Code Feature Senior Engineers KEEP MISSING,IndyDevDan,ai-llms,2026-01-31,2026-01-31,5823,,,topics/ai-llms/IndyDevDan/2026-01-31_the-claude-code-feature-senior-engineers-keep-missing.md
Kf7ejOtl5KU,,Claude Code just replaced your ad agency - here's how,Agrici Daniel,ai-llms,2026-02-12,2026-03-02,2788,,,topics/ai-llms/Agrici Daniel/2026-02-12_claude-code-just-replaced-your-ad-agency---heres-how.md
AeLC4iutG8w,,Claude Code just replaced your blog writer - AI slop is OVER,Agrici Daniel,ai-llms,2026-02-24,2026-03-02,2262,,,topics/ai-llms/Agrici Daniel/2026-02-24_claude-code-just-replaced-your-blog-writer---ai-slop-is-over.md
g1GbmCr9MSc,,Agentic AI in Trading: The Evolution of Trading Bots with Irene Aldridge,Quantopian,ai-llms,2026-02-20,2026-03-02,7515,,,topics/ai-llms/Quantopian/2026-02-20_agentic-ai-in-trading-the-evolution-of-trading-bots-with-irene-aldridge.md
xHnlzAPD9QI,,Automate tasks with the Codex app,OpenAI,ai-llms,2026-02-03,2026-03-02,1011,,,topics/ai-llms/OpenAI/2026-02-03_automate-tasks-with-the-codex-app.md
wJ4i_wRctq8,,The US Iran Conflict Will Make Smart Investors Rich (Here's How),Ticker Symbol: YOU,ai-llms,2026-03-01,2026-03-02,3098,,,topics/ai-llms/Ticker Symbol: YOU/2026-03-01_the-us-iran-conflict-will-make-smart-investors-rich-heres-how.md
zgxorh9LhiE,,I Tried Every AI Coding Agent... Here's My 2026 Setup,Your Average Tech Bro,ai-llms,2026-01-28,2026-03-02,5100,,,topics/ai-llms/Your Average Tech Bro/2026-01-28_i-tried-every-ai-coding-agent-heres-my-2026-setup.md
BX2PxxM15Zc,,Testing Claude in Excel: Building a Three-Statement Financial Model,Corporate Finance Institute,ai-llms,2026-02-07,2026-03-02,3470,,,topics/ai-llms/Corporate Finance Institute/2026-02-07_testing-claude-in-excel-building-a-three-statement-financial-model.md
ZlDnsf_DOzg,,Every Claude Code Concept Explained for Normal People,Simon Scrapes,ai-llms,2026-02-28,2026-03-02,6152,,,topics/ai-llms/Simon Scrapes/2026-02-28_every-claude-code-concept-explained-for-normal-people.md
Mi0CXzeLDEY,,How to use your MIND when you pray,Pastor Poju Oyemade,faith,2023-03-24,2026-02-02,2819,,,topics/faith/Pastor Poju Oyemade/2023-03-24_how-to-use-your-mind-when-you-pray.md
67uoooVOxnI,,"The Knowledge Of Jesus | Dr Mensa Otabil | COZA 12DG 2026 Day 5, Morning Session | 06-01-2026",Biodun Fatoyinbo,faith,2026-01-31,2026-01-31,5764,,,topics/faith/Biodun Fatoyinbo/2026-01-31_the-knowledge-of-jesus-dr-mensa-otabil-coza-12dg-2026-day-5-morning-session-06-0.md
9NxMbmNL-kI,,SUCCESS DOESN'T COME BY CHANCE || DR. MYLES MUNROE,Munroe Recaps ,faith,2026-01-09,2026-03-02,2032,,,topics/faith/Munroe Recaps /2026-01-09_success-doesnt-come-by-chance-dr-myles-munroe.md
hy5k6tURFeo,hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,Excess Returns,finance-investing,2026-01-31,2026-01-31,3999,1,4,topics/finance-investing/Excess Returns/2026-01-31_the-bubble-most-will-get-wrong-aswath-damodaran-on-how-he-is-investing-in-a-worl_part-01.md
hy5k6tURFeo,hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,Excess Returns,finance-investing,2026-01-31,2026-01-31,4000,3,4,topics/finance-investing/Excess Returns/2026-01-31_the-bubble-most-will-get-wrong-aswath-damodaran-on-how-he-is-investing-in-a-worl_part-03.md
hy5k6tURFeo,hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,Excess Returns,finance-investing,2026-01-31,2026-01-31,44,4,4,topics/finance-investing/Excess Returns/2026-01-31_the-bubble-most-will-get-wrong-aswath-damodaran-on-how-he-is-investing-in-a-worl_part-04.md
hy5k6tURFeo,hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,Excess Returns,finance-investing,2026-01-31,2026-01-31,3997,2,4,topics/finance-investing/Excess Returns/2026-01-31_the-bubble-most-will-get-wrong-aswath-damodaran-on-how-he-is-investing-in-a-worl_part-02.md
rZQJa1pOzEo,,Why Compounding Feels Slow (And How I Fixed It),Paycheck To Portfolio,finance-investing,2026-01-31,2026-02-02,4209,,,topics/finance-investing/Paycheck To Portfolio/2026-01-31_why-compounding-feels-slow-and-how-i-fixed-it.md
9FvcaLkoaG0,9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),Paycheck To Portfolio,finance-investing,2026-02-28,2026-03-10,3994,2,3,topics/finance-investing/Paycheck To Portfolio/2026-02-28_why-i-dont-judge-my-income-etfs-by-price-and-neither-should-you_part-02.md
9FvcaLkoaG0,9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),Paycheck To Portfolio,finance-investing,2026-02-28,2026-03-10,3997,1,3,topics/finance-investing/Paycheck To Portfolio/2026-02-28_why-i-dont-judge-my-income-etfs-by-price-and-neither-should-you_part-01.md
9FvcaLkoaG0,9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),Paycheck To Portfolio,finance-investing,2026-02-28,2026-03-10,2641,3,3,topics/finance-investing/Paycheck To Portfolio/2026-02-28_why-i-dont-judge-my-income-etfs-by-price-and-neither-should-you_part-03.md
YJoLVaENI8U,,What a Market Pullback Actually Did to My System (With Real Numbers),Paycheck To Portfolio,finance-investing,2026-02-07,2026-03-02,3418,,,topics/finance-investing/Paycheck To Portfolio/2026-02-07_what-a-market-pullback-actually-did-to-my-system-with-real-numbers.md
3DO2jze545g,,🚨CONFIRMED: Best Order to Invest Now (Invest in these First! ..then invest here to REALLY grow),Investing Simplified - Professor G,finance-investing,2026-01-31,2026-02-02,3942,,,topics/finance-investing/Investing Simplified - Professor G/2026-01-31_confirmed-best-order-to-invest-now-invest-in-these-first-then-invest-here-to-rea.md
GgQvi_RB1kQ,,A Weak Dollar Is Coming… Smart Investors Are Doing THIS,Investing Simplified - Professor G,finance-investing,2026-02-21,2026-03-02,1993,,,topics/finance-investing/Investing Simplified - Professor G/2026-02-21_a-weak-dollar-is-coming-smart-investors-are-doing-this.md
2ehTz4A5yJQ,,Visualizing the Business Cycle,Benjamin Cowen,finance-investing,2026-02-22,2026-03-02,5925,,,topics/finance-investing/Benjamin Cowen/2026-02-22_visualizing-the-business-cycle.md
0vLeHFO7-HE,,The Markets will Never Be the Same - AI Takeover,Heresy Financial,finance-investing,2026-02-26,2026-03-02,4057,,,topics/finance-investing/Heresy Financial/2026-02-26_the-markets-will-never-be-the-same---ai-takeover.md
pPk9zHhP0ug,,Trump's 15% Tariffs Will Make Millionaires in 2026 (Here's How),Ticker Symbol: YOU,finance-investing,2026-02-22,2026-03-02,2577,,,topics/finance-investing/Ticker Symbol: YOU/2026-02-22_trumps-15-tariffs-will-make-millionaires-in-2026-heres-how.md
te3W5UHierw,,A One In A Lifetime Crash Is Coming (3 Warning Signs),Ticker Symbol: YOU,finance-investing,2026-01-31,2026-03-02,3267,,,topics/finance-investing/Ticker Symbol: YOU/2026-01-31_a-one-in-a-lifetime-crash-is-coming-3-warning-signs.md
z6mgrQCg1NM,,Why Context Beats Every Prompt You'll Ever Write,AI Native Dev,software-engineering,2026-02-17,2026-03-02,6388,,,topics/software-engineering/AI Native Dev/2026-02-17_why-context-beats-every-prompt-youll-ever-write.md
3NzCBIcIqD0,,10 CLI Tools I'm using alongside Claude Code | Starmorph AI,StarMorph AI,software-engineering,2026-02-22,2026-03-02,1793,,,topics/software-engineering/StarMorph AI/2026-02-22_10-cli-tools-im-using-alongside-claude-code-starmorph-ai.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3990,5,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-05.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,15,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-15.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,8,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-08.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3994,3,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-03.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,13,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-13.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,21,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-21.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,1,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-01.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,806,24,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-24.md
l94A53kIUB0,,Forget Ralph Loops: The New GSD Framework for Claude Code,Eric Tech,software-engineering,2026-01-31,2026-01-31,4950,,,topics/software-engineering/Eric Tech/2026-01-31_forget-ralph-loops-the-new-gsd-framework-for-claude-code.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,4,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-04.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,22,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-22.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,9,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-09.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,2,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-02.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,20,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-20.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,16,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-16.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,6,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-06.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,23,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-23.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,14,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-14.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,7,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-07.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3995,11,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-11.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,19,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-19.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,18,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-18.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,12,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-12.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,10,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-10.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3993,17,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-17.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,4000,1,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-01.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,3995,2,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-02.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,793,3,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-03.md
IHDJkJpYC90,,My Beginner's Guide to YouTube Analytics (everything you need in 12 minutes),Nate Black,software-engineering,2026-01-31,2026-01-31,2559,,,topics/software-engineering/Nate Black/2026-01-31_my-beginners-guide-to-youtube-analytics-everything-you-need-in-12-minutes.md
ueTe-VQaD7c,,My Production Dockerfile Rules: How I Build Docker Images,DevOps & AI Toolkit,software-engineering,2026-01-22,2026-03-02,2590,,,topics/software-engineering/DevOps & AI Toolkit/2026-01-22_my-production-dockerfile-rules-how-i-build-docker-images.md
ts0nH_pSAdM,,How Replacing Developers With AI is Going Horribly Wrong,Economy Media,software-engineering,2026-01-29,2026-02-02,1581,,,topics/software-engineering/Economy Media/2026-01-29_how-replacing-developers-with-ai-is-going-horribly-wrong.md
uC44zFz7JSM,,Your codebase is NOT ready for AI (here's how to fix it),Matt Pocock,software-engineering,2026-02-26,2026-03-02,2013,,,topics/software-engineering/Matt Pocock/2026-02-26_your-codebase-is-not-ready-for-ai-heres-how-to-fix-it.md
